date,source,medium,delivery_available,device_type,promo_activated,filter_used,pageviews,visits,productClick,addToCart,checkout,transactions,revenue,ad spend
2020-09-14,google,cpc,yes,PC,yes,yes,25,2,70,14,15.36,1,"₱5,816","₱219,673"
2020-01-05,other,organic,no data,mobile,no,no,30,10,70,14,19.2,1,"₱1,608","₱884,573"
2020-05-23,facebook,cpc,no,mobile,no,no,35,2,70,14,16.64,1,"₱2,921","₱322,033"
2020-08-05,google,cpc,no,mobile,no,no,16,2,70,14,15.36,0,₱0,"₱261,158"
2020-04-26,google,organic,no,PC,yes,no,71,5,70,14,20.48,3,"₱12,059","₱295,138"
2020-09-27,facebook,cpc,no data,mobile,no,yes,89,17,70,14,15.36,1,"₱5,188","₱829,365"
2020-08-25,instagram,cpc,no data,mobile,yes,no,122,8,70,14,23.04,1,"₱6,844","₱662,201"
2020-03-15,google,organic,yes,PC,no,yes,51,4,70,14,15.36,3,"₱11,510","₱926,903"
2020-09-30,google,organic,no,mobile,no,no,73,6,70,14,29.44,0,₱0,"₱175,212"
2020-02-10,facebook,cpc,no data,PC,no,yes,64,17,70,14,1.28,0,₱0,"₱247,887"
2020-07-25,google,organic,yes,PC,yes,yes,39,3,70,14,21.76,3,"₱16,150","₱181,384"
2020-07-29,facebook,cpc,no,mobile,yes,no,35,2,70,14,20.48,1,"₱9,565","₱201,958"
2020-06-14,instagram,cpc,no data,PC,no,yes,33,6,70,14,5.12,0,₱0,"₱770,205"
2020-03-15,google,cpc,no,mobile,yes,no,29,2,70,14,11.52,2,"₱11,331","₱878,843"
2020-03-19,(direct),(none),no,mobile,no,no,60,3,70,14,20.48,2,"₱6,048","₱310,540"
2020-02-02,bing,organic,no data,mobile,no,no,13,1,70,14,7.68,1,"₱7,150","₱255,695"
2020-09-28,google,cpc,yes,PC,yes,yes,34,2,70,14,17.92,1,"₱4,687","₱521,459"
2020-09-25,tiktok,cpa,no data,mobile,yes,yes,47,3,70,14,24.32,0,₱0,"₱338,842"
2020-08-05,vk,social,no data,PC,yes,yes,17,1,70,14,7.68,1,"₱4,102","₱674,615"
2020-05-15,tiktok,cpa,no,PC,yes,no,22,3,70,14,19.2,2,"₱8,684","₱298,523"
2020-04-13,other,cpc,no data,PC,yes,no,25,6,70,14,15.36,0,₱0,"₱684,860"
2020-09-22,co-promo,email,no data,PC,yes,no,41,5,70,14,10.24,2,"₱10,783","₱195,928"
2020-05-18,instagram,cpc,yes,mobile,no,no,31,2,70,14,14.08,1,"₱10,008","₱927,024"
2020-01-10,facebook,social,no data,mobile,yes,no,43,10,70,14,7.68,1,"₱5,579","₱221,805"
2020-02-06,facebook,organic,no data,mobile,yes,yes,31,4,70,14,29.44,1,"₱5,621","₱495,902"
2020-03-02,actionpay,cpa,no data,mobile,yes,no,79,14,70,14,28.16,3,"₱21,892","₱741,778"
2020-07-22,tiktok,cpa,yes,mobile,yes,yes,51,3,70,14,42.24,3,"₱15,829","₱161,814"
2020-04-29,google,organic,no,mobile,yes,no,52,4,70,14,20.48,2,"₱7,440","₱846,629"
2020-09-29,other,organic,no data,PC,yes,no,30,4,70,14,11.52,2,"₱15,006","₱831,720"
2020-02-17,actionpay,cpa,no data,mobile,yes,yes,41,1,70,14,16.64,1,"₱3,311","₱628,170"
2020-02-18,facebook,cpc,no,PC,no,no,28,2,70,14,7.68,2,"₱18,259","₱504,662"
2020-05-20,tiktok,cpa,no,PC,yes,no,22,2,70,14,11.52,1,"₱7,413","₱580,076"
2020-06-30,cityads,cpa,no data,mobile,yes,yes,68,6,70,14,24.32,2,"₱10,429","₱867,164"
2020-07-31,google,organic,no,mobile,yes,no,33,3,70,14,46.08,1,"₱4,672","₱665,844"
2020-03-26,facebook,cpc,no data,PC,no,yes,45,17,70,14,10.24,1,"₱7,872","₱148,425"
2020-03-01,facebook,organic,no,mobile,no,no,46,5,70,14,23.04,2,"₱6,754","₱305,476"
2020-03-11,cityads,cpa,no data,mobile,yes,yes,33,2,70,14,12.8,0,₱0,"₱794,417"
2020-06-03,promo,email,yes,PC,yes,no,38,2,70,14,10.24,2,"₱22,319","₱231,985"
2020-05-19,(direct),(none),no data,mobile,no,yes,39,6,70,14,20.48,2,"₱9,786","₱204,136"
2020-08-14,facebook,organic,no,PC,yes,no,20,1,70,14,11.52,0,₱0,"₱226,579"
2020-07-25,co-promo,email,yes,mobile,no,no,41,3,70,14,32,4,"₱14,901","₱638,590"
2020-04-30,promo,email,yes,mobile,yes,no,45,3,70,14,17.92,2,"₱9,275","₱696,374"
2020-08-08,facebook,organic,no,mobile,yes,no,51,3,70,14,46.08,1,"₱5,267","₱784,134"
2020-01-26,vk,social,no data,PC,yes,no,25,7,70,14,5.12,0,₱0,"₱444,668"
2020-06-28,facebook,cpc,no data,PC,no,yes,29,7,70,14,7.68,2,"₱4,550","₱555,400"
2020-03-27,(direct),(none),no,mobile,yes,no,26,3,70,14,12.8,0,₱0,"₱355,619"
2020-04-25,instagram,cpc,no data,mobile,yes,yes,22,8,70,14,6.4,0,₱0,"₱220,431"
2020-05-26,instagram,cpc,yes,mobile,no,no,47,5,70,14,30.72,3,"₱13,746","₱472,338"
2020-05-29,bing,organic,yes,PC,no,no,26,1,70,14,3.84,1,"₱21,117","₱541,214"
2020-03-02,(direct),(none),yes,PC,no,no,30,5,70,14,20.48,2,"₱31,874","₱159,903"
2020-05-09,facebook,cpc,no,PC,yes,yes,22,1,70,14,2.56,0,₱0,"₱448,514"
2020-05-20,google,organic,yes,mobile,no,yes,52,3,70,14,12.8,2,"₱12,934","₱977,993"
2020-09-02,facebook,organic,no data,mobile,no,yes,162,13,70,14,15.36,1,"₱2,863","₱520,659"
2020-07-26,google,cpc,yes,PC,yes,yes,48,2,70,14,23.04,2,"₱12,570","₱427,345"
2020-08-29,instagram,cpc,yes,PC,no,no,58,5,70,14,32,4,"₱22,288","₱954,380"
2020-05-18,newsletter,email,no data,PC,no,no,30,11,70,14,5.12,1,"₱2,399","₱611,088"
2020-07-17,facebook,cpc,yes,PC,no,yes,26,2,70,14,15.36,2,"₱10,298","₱902,446"
2020-07-17,promo,email,no data,PC,no,no,39,12,70,14,10.24,1,"₱6,201","₱667,302"
2020-07-15,tiktok,cpa,no data,PC,no,yes,34,3,70,14,25.6,1,"₱4,155","₱790,994"
2020-06-05,google,organic,no,mobile,yes,no,51,5,70,14,64,1,"₱3,622","₱379,704"
2020-08-23,google,cpc,no data,mobile,yes,yes,100,5,70,14,16.64,0,₱0,"₱710,198"
2020-03-21,actionpay,cpa,no data,mobile,yes,no,59,11,70,14,8.96,2,"₱12,997","₱575,887"
2020-02-08,google,cpc,no,PC,no,no,14,1,70,14,3.84,1,"₱16,994","₱619,200"
2020-03-08,instagram,cpc,yes,mobile,yes,no,43,4,70,14,16.64,3,"₱14,099","₱339,261"
2020-04-04,opmcpa,cpa,no data,PC,yes,no,29,2,70,14,6.4,2,"₱13,699","₱601,793"
2020-04-05,tiktok,cpa,yes,PC,yes,yes,31,2,70,14,7.68,0,₱0,"₱524,459"
2020-03-21,facebook,cpc,no,mobile,no,no,35,4,70,14,16.64,2,"₱10,556","₱817,732"
2020-08-03,facebook,organic,no data,mobile,no,yes,51,11,70,14,15.36,0,₱0,"₱904,009"
2020-08-16,(direct),(none),yes,mobile,no,yes,42,3,70,14,19.2,3,"₱15,560","₱988,098"
2020-03-22,vk,social,no data,mobile,yes,no,26,6,70,14,5.12,1,"₱3,042","₱934,988"
2020-05-02,instagram,cpc,yes,PC,no,no,30,3,70,14,14.08,3,"₱18,586","₱437,100"
2020-04-23,other,cpc,no data,PC,no,no,25,9,70,14,5.12,1,"₱3,738","₱411,393"
2020-06-17,instagram,cpc,yes,PC,yes,no,62,5,70,14,69.12,5,"₱40,062","₱449,964"
2020-07-04,(direct),(none),no data,mobile,yes,yes,31,2,70,14,26.88,2,"₱15,939","₱924,992"
2020-02-11,DuckDuckGo,organic,no data,mobile,no,no,43,4,70,14,14.08,2,"₱17,099","₱742,972"
2020-04-08,facebook,organic,yes,mobile,yes,yes,72,3,70,14,15.36,3,"₱13,888","₱753,458"
2020-01-19,facebook,organic,yes,PC,no,yes,31,2,70,14,8.96,2,"₱17,679","₱830,977"
2020-09-16,facebook,organic,no data,mobile,no,yes,134,15,70,14,15.36,0,₱0,"₱209,109"
2020-08-09,other,organic,no data,mobile,no,no,50,10,70,14,20.48,1,"₱5,257","₱906,036"
2020-02-05,tiktok,cpa,no data,PC,no,yes,58,6,70,14,1.28,0,₱0,"₱339,181"
2020-07-29,google,cpc,yes,PC,yes,yes,51,3,70,14,16.64,2,"₱5,062","₱152,656"
2020-08-03,(direct),(none),no data,PC,no,yes,24,3,70,12,11.52,2,"₱12,639","₱964,410"
2020-06-19,google,cpc,no data,PC,no,yes,41,10,70,14,7.68,0,₱0,"₱547,464"
2020-06-19,tiktok,cpa,no data,mobile,yes,yes,26,4,70,14,43.52,2,"₱8,320","₱666,953"
2020-01-19,facebook,social,no data,mobile,yes,no,21,6,70,14,7.68,0,₱0,"₱958,706"
2020-05-07,(direct),(none),no data,mobile,no,yes,55,9,70,14,8.96,1,"₱3,844","₱802,183"
2020-09-03,google,cpc,no data,mobile,no,yes,155,10,70,14,11.52,1,"₱9,739","₱741,684"
2020-04-05,google,cpc,yes,mobile,no,yes,60,2,70,14,8.96,2,"₱14,885","₱267,363"
2020-02-28,facebook,cpc,yes,PC,yes,yes,59,4,70,14,17.92,3,"₱13,630","₱745,384"
2020-09-10,tiktok,cpa,no data,mobile,no,yes,34,2,70,14,6.4,1,"₱5,252","₱140,202"
2020-04-15,newsletter,email,no data,PC,yes,no,20,3,70,14,6.4,0,₱0,"₱911,527"
2020-09-21,mytarget,organic,no data,PC,yes,no,24,3,70,14,5.12,0,₱0,"₱223,062"
2020-04-13,other,cpc,no data,mobile,yes,no,66,8,70,14,30.72,3,"₱16,446","₱376,169"
2020-08-10,tiktok,cpa,no data,mobile,yes,yes,13,1,70,14,15.36,1,"₱6,823","₱136,393"
2020-02-27,google,organic,no,mobile,yes,no,48,4,70,14,17.92,4,"₱24,850","₱424,732"
2020-02-10,facebook,cpc,yes,PC,no,yes,33,2,70,14,7.68,2,"₱9,528","₱884,645"
2020-04-19,google,cpc,no,mobile,no,no,24,2,70,14,19.2,1,"₱12,059","₱310,651"
2020-08-13,facebook,organic,yes,mobile,yes,yes,30,1,70,12,15.36,1,"₱8,083","₱227,298"
2020-02-22,(direct),(none),yes,mobile,no,yes,29,2,70,14,14.08,2,"₱7,450","₱915,319"
2020-04-29,facebook,cpc,yes,mobile,yes,yes,48,2,70,14,15.36,2,"₱10,651","₱779,356"
2020-02-11,google,cpc,no data,mobile,yes,yes,25,2,70,14,10.24,1,"₱3,944","₱599,934"
2020-08-14,(direct),(none),no data,mobile,yes,yes,62,6,70,14,28.16,3,"₱14,674","₱212,932"
2020-08-31,facebook,organic,no data,PC,yes,yes,69,4,70,14,7.68,1,"₱4,055","₱808,541"
2020-01-16,google,cpc,no,mobile,yes,no,25,4,70,14,19.2,2,"₱11,110","₱852,869"
2020-09-12,facebook,cpc,no data,mobile,no,yes,141,10,70,14,24.32,1,"₱2,995","₱713,813"
2020-09-12,mytarget,organic,yes,mobile,yes,no,73,3,70,14,26.88,1,"₱5,262","₱443,353"
2020-03-06,facebook,organic,no,mobile,yes,no,30,3,70,14,14.08,1,"₱2,874","₱623,917"
2020-03-31,other,organic,no data,mobile,no,no,21,5,70,14,8.96,1,"₱7,830","₱693,460"
2020-04-12,(direct),(none),no,mobile,no,no,13,1,70,14,6.4,0,₱0,"₱268,635"
2020-02-24,facebook,cpc,no,PC,no,no,39,3,70,14,17.92,2,"₱10,319","₱191,678"
2020-01-04,google,organic,yes,mobile,yes,yes,54,2,70,14,16.64,2,"₱12,823","₱967,272"
2020-05-04,(direct),(none),yes,PC,yes,yes,25,1,70,14,3.84,1,"₱7,793","₱462,631"
2020-05-24,google,cpc,no,PC,yes,no,62,4,70,14,14.08,3,"₱15,296","₱118,944"
2020-08-23,facebook,organic,no,mobile,no,no,121,4,70,14,24.32,0,₱0,"₱743,310"
2020-09-04,cityads,cpa,yes,PC,no,no,31,4,70,14,25.6,2,"₱12,897","₱699,763"
2020-07-01,tiktok,cpa,yes,mobile,yes,yes,39,3,70,14,30.72,3,"₱22,704","₱196,535"
2020-02-28,instagram,cpc,no data,mobile,no,yes,30,4,70,14,11.52,2,"₱11,632","₱460,914"
2020-04-01,cityads,cpa,yes,mobile,yes,no,47,3,70,14,28.16,0,₱0,"₱891,754"
2020-03-16,cityads,cpa,yes,PC,yes,no,25,2,70,14,14.08,1,"₱8,742","₱589,549"
2020-05-17,instagram,cpc,no data,PC,no,yes,21,3,70,14,2.56,0,₱0,"₱648,548"
2020-05-06,facebook,cpc,no,mobile,no,no,34,4,70,14,21.76,2,"₱11,115","₱271,049"
2020-08-19,cityads,cpa,yes,mobile,yes,no,85,5,70,14,52.48,4,"₱22,625","₱407,699"
2020-09-25,google,organic,no,mobile,no,yes,92,2,70,14,21.76,1,"₱3,306","₱410,061"
2020-08-24,instagram,cpc,no data,PC,no,no,69,14,70,14,17.92,3,"₱23,680","₱214,880"
2020-08-24,cityads,cpa,yes,PC,yes,no,148,8,70,14,48.64,7,"₱49,985","₱769,729"
2020-08-03,co-promo,email,no data,mobile,yes,no,38,9,70,14,21.76,0,₱0,"₱839,925"
2020-03-11,tiktok,cpa,yes,PC,yes,yes,52,1,70,14,6.4,1,"₱5,468","₱747,744"
2020-02-27,google,cpc,no,mobile,no,no,30,3,70,14,14.08,2,"₱10,741","₱222,369"
2020-03-29,vk,social,no data,mobile,yes,no,52,14,70,14,14.08,1,"₱4,735","₱155,940"
2020-05-20,(direct),(none),no,mobile,no,no,12,1,70,14,3.84,0,₱0,"₱914,113"
2020-07-29,co-promo,email,no data,mobile,no,no,34,16,70,14,10.24,1,"₱8,573","₱121,715"
2020-03-17,facebook,organic,yes,PC,yes,yes,54,2,70,14,20.48,2,"₱7,535","₱360,365"
2020-09-16,google,cpc,no data,PC,no,yes,41,9,70,14,3.84,1,"₱3,744","₱606,880"
2020-05-30,google,cpc,yes,PC,yes,yes,42,2,70,14,14.08,1,"₱4,840","₱618,776"
2020-09-20,mytarget,organic,no data,mobile,no,no,126,15,70,14,46.08,2,"₱6,517","₱697,945"
2020-09-19,mytarget,organic,no data,mobile,yes,no,73,3,70,14,19.2,1,"₱8,726","₱707,157"
2020-06-08,facebook,cpc,no,mobile,yes,no,29,3,70,14,19.2,0,₱0,"₱974,110"
2020-08-07,google,cpc,yes,PC,yes,yes,52,4,70,14,19.2,3,"₱18,344","₱706,327"
2020-07-24,newsletter,email,yes,mobile,yes,no,37,3,70,14,51.2,3,"₱23,891","₱201,360"
2020-04-09,google,cpc,no,mobile,no,no,25,2,70,14,6.4,1,"₱8,995","₱635,395"
2020-04-07,tiktok,cpa,yes,PC,yes,no,66,6,70,14,43.52,3,"₱23,675","₱636,562"
2020-05-24,promo,email,yes,PC,yes,no,50,3,70,14,28.16,1,"₱5,858","₱991,634"
2020-08-27,google,cpc,no,mobile,no,no,148,6,70,14,37.12,0,₱0,"₱290,712"
2020-09-14,(direct),(none),yes,mobile,yes,yes,126,2,70,14,28.16,1,"₱6,633","₱480,717"
2020-03-18,facebook,cpc,no,PC,yes,no,29,2,70,14,7.68,1,"₱8,473","₱789,921"
2020-05-31,instagram,cpc,no data,mobile,yes,yes,37,5,70,14,17.92,2,"₱11,231","₱300,511"
2020-08-01,co-promo,email,no data,mobile,no,no,60,24,70,14,37.12,4,"₱14,458","₱163,095"
2020-06-10,promo,email,no data,mobile,yes,no,22,5,70,14,14.08,1,"₱6,891","₱823,114"
2020-04-19,google,organic,no,PC,no,no,45,3,70,14,17.92,2,"₱11,584","₱361,782"
2020-05-29,vk,social,no data,mobile,yes,no,50,4,70,14,17.92,2,"₱7,941","₱306,174"
2020-05-06,other,organic,no data,mobile,yes,yes,26,1,70,14,3.84,1,"₱14,969","₱697,671"
2020-01-17,facebook,organic,no,PC,yes,no,43,2,70,14,30.72,5,"₱7,609","₱661,495"
2020-05-18,google,organic,yes,mobile,yes,yes,41,3,70,14,14.08,2,"₱11,247","₱642,462"
2020-06-22,google,cpc,no data,mobile,yes,yes,26,4,70,14,21.76,0,₱0,"₱392,980"
2020-04-13,facebook,organic,no data,PC,no,yes,76,13,70,14,6.4,0,₱0,"₱331,468"
2020-04-25,google,cpc,no,mobile,yes,yes,24,1,70,14,5.12,1,"₱3,701","₱758,546"
2020-03-06,cityads,cpa,no data,PC,yes,yes,35,2,70,14,6.4,1,"₱12,080","₱712,472"
2020-08-15,tiktok,cpa,yes,PC,yes,yes,41,2,70,14,19.2,2,"₱9,892","₱503,687"
2020-06-20,facebook,organic,no,mobile,no,no,45,4,70,14,38.4,0,₱0,"₱884,041"
2020-06-11,facebook,organic,no,mobile,yes,no,47,5,70,14,52.48,0,₱0,"₱395,133"
2020-07-10,newsletter,email,no data,PC,yes,no,52,9,70,14,17.92,4,"₱20,469","₱929,369"
2020-06-01,vk,social,no data,mobile,yes,no,41,7,70,14,6.4,1,"₱4,951","₱158,945"
2020-04-28,newsletter,email,no data,PC,no,no,50,14,70,14,10.24,2,"₱6,058","₱412,317"
2020-06-05,newsletter,email,no data,mobile,yes,no,17,1,70,14,5.12,1,"₱5,842","₱401,371"
2020-05-03,facebook,cpc,no,mobile,no,no,41,3,70,14,11.52,2,"₱9,971","₱909,110"
2020-02-14,bing,organic,no data,mobile,no,no,26,7,70,14,8.96,0,₱0,"₱685,927"
2020-04-30,google,cpc,yes,PC,yes,yes,63,3,70,14,15.36,3,"₱12,317","₱982,173"
2020-01-05,facebook,social,no data,PC,yes,no,16,2,70,14,3.84,0,₱0,"₱824,906"
2020-09-24,google,organic,no,mobile,no,no,72,4,70,14,37.12,0,₱0,"₱399,960"
2020-02-07,(direct),(none),yes,PC,yes,yes,16,1,70,14,6.4,0,₱0,"₱456,715"
2020-03-19,instagram,cpc,yes,PC,no,no,21,2,70,14,10.24,2,"₱15,787","₱389,018"
2020-09-18,bing,organic,no data,PC,no,no,29,9,70,14,7.68,1,"₱12,575","₱656,061"
2020-09-07,newsletter,email,no data,PC,no,no,41,11,70,14,10.24,2,"₱9,264","₱700,698"
2020-07-25,promo,email,no data,PC,no,no,41,9,70,14,7.68,1,"₱4,840","₱616,526"
2020-06-25,instagram,cpc,yes,PC,no,no,45,6,70,14,26.88,5,"₱18,370","₱546,166"
2020-06-12,facebook,social,yes,mobile,yes,no,31,3,70,14,51.2,3,"₱14,526","₱354,212"
2020-06-13,vk,social,no data,PC,yes,no,24,4,70,14,10.24,0,₱0,"₱419,009"
2020-07-31,facebook,organic,yes,PC,no,yes,43,5,70,14,23.04,5,"₱25,235","₱676,802"
2020-02-24,google,cpc,no,PC,yes,no,31,3,70,14,12.8,2,"₱11,589","₱386,745"
2020-06-11,facebook,organic,no,PC,yes,no,22,1,70,14,34.56,0,₱0,"₱710,045"
2020-08-15,co-promo,email,no data,mobile,no,yes,30,5,70,14,25.6,1,"₱9,528","₱400,912"
2020-09-12,tiktok,cpa,no,mobile,yes,no,76,1,70,14,17.92,0,₱0,"₱758,906"
2020-09-01,cityads,cpa,no data,PC,no,yes,33,2,70,14,10.24,0,₱0,"₱592,655"
2020-05-09,vk,social,no data,mobile,yes,yes,31,1,70,14,12.8,1,"₱6,981","₱934,360"
2020-06-10,promo,email,yes,mobile,no,no,22,3,70,14,20.48,2,"₱11,036","₱287,478"
2020-05-19,DuckDuckGo,organic,no data,mobile,no,no,22,7,70,14,10.24,0,₱0,"₱700,381"
2020-05-07,other,cpc,no data,mobile,yes,no,43,5,70,14,12.8,2,"₱9,602","₱872,300"
2020-05-27,(direct),(none),yes,mobile,no,yes,26,2,70,14,7.68,2,"₱15,618","₱485,641"
2020-07-09,(direct),(none),no data,mobile,no,yes,51,9,70,14,17.92,2,"₱9,454","₱371,254"
2020-04-20,google,cpc,no,mobile,no,no,35,5,70,14,20.48,2,"₱4,002","₱977,651"
2020-03-01,google,organic,no,PC,yes,no,67,3,70,14,15.36,2,"₱10,055","₱557,829"
2020-05-22,instagram,cpc,no data,mobile,no,yes,22,7,70,14,3.84,0,₱0,"₱335,810"
2020-06-20,facebook,cpc,no,mobile,yes,no,28,3,70,14,30.72,1,"₱11,057","₱231,545"
2020-03-08,vk,social,no data,PC,yes,yes,25,2,70,14,19.2,1,"₱4,097","₱756,563"
2020-03-05,instagram,cpc,yes,mobile,no,no,60,4,70,14,21.76,3,"₱19,704","₱282,097"
2020-07-29,facebook,organic,yes,mobile,no,yes,33,2,70,14,19.2,2,"₱7,092","₱826,436"
2020-04-22,google,organic,no,PC,yes,no,41,2,70,14,7.68,2,"₱11,943","₱925,034"
2020-02-27,facebook,cpc,no,mobile,no,no,20,2,70,14,8.96,1,"₱4,419","₱255,291"
2020-08-14,facebook,organic,no,PC,no,no,21,3,70,14,15.36,1,"₱14,859","₱425,784"
2020-01-22,facebook,social,no data,PC,yes,no,24,3,70,14,7.68,1,"₱7,134","₱486,116"
2020-01-27,facebook,cpc,yes,PC,no,yes,73,3,70,14,11.52,3,"₱16,388","₱996,253"
2020-01-15,(direct),(none),yes,mobile,no,yes,30,2,70,14,12.8,2,"₱10,946","₱292,928"
2020-01-02,advertise,cpa,yes,PC,yes,no,98,5,70,14,23.04,5,"₱30,693","₱895,892"
2020-07-02,google,cpc,no,PC,yes,no,25,2,70,14,7.68,1,"₱5,531","₱563,824"
2020-01-12,other,organic,no data,mobile,yes,no,35,3,70,14,16.64,1,"₱5,948","₱251,011"
2020-09-16,facebook_direct,cpc,no data,PC,yes,no,28,5,70,14,3.84,0,₱0,"₱901,451"
2020-06-06,google,organic,no,PC,no,no,30,3,70,14,34.56,0,₱0,"₱508,258"
2020-07-17,tiktok,cpa,no data,mobile,yes,yes,41,5,70,14,28.16,3,"₱20,511","₱982,741"
2020-09-18,instagram,cpc,yes,PC,no,no,13,3,70,12,11.52,2,"₱13,799","₱905,103"
2020-05-15,DuckDuckGo,organic,no data,PC,no,no,29,3,70,14,3.84,1,"₱7,572","₱798,779"
2020-06-20,cityads,cpa,yes,PC,yes,yes,39,1,70,14,64,1,"₱4,914","₱698,803"
2020-07-26,tiktok,cpa,yes,mobile,yes,yes,43,3,70,14,49.92,3,"₱19,409","₱634,402"
2020-05-23,tiktok,cpa,no,mobile,yes,no,45,4,70,14,20.48,4,"₱26,163","₱780,533"
2020-05-01,promo,email,yes,mobile,yes,no,29,2,70,14,10.24,2,"₱13,045","₱256,313"
2020-07-09,newsletter,email,no data,PC,yes,yes,29,6,70,14,14.08,1,"₱2,768","₱580,852"
2020-06-14,bing,organic,yes,PC,no,no,16,1,70,14,11.52,1,"₱22,799","₱213,959"
2020-06-01,newsletter,email,no data,PC,yes,no,43,4,70,14,15.36,2,"₱9,733","₱471,929"
2020-09-17,actionpay,cpa,yes,PC,no,no,47,2,70,14,10.24,2,"₱9,939","₱645,554"
2020-02-10,facebook,cpc,yes,PC,yes,yes,21,1,70,14,3.84,1,"₱8,094","₱499,244"
2020-09-06,mytarget,organic,yes,PC,yes,no,41,2,70,14,16.64,1,"₱5,847","₱443,935"
2020-08-05,instagram,cpc,yes,PC,no,no,39,5,70,14,25.6,4,"₱19,108","₱446,972"
2020-06-26,facebook,cpc,no,mobile,no,no,42,4,70,14,24.32,0,₱0,"₱815,360"
2020-08-28,facebook,cpc,no,PC,yes,no,60,2,70,14,26.88,0,₱0,"₱305,800"
2020-02-06,(direct),(none),no data,PC,no,yes,50,4,70,14,5.12,1,"₱11,421","₱646,056"
2020-09-24,mytarget,organic,yes,PC,no,no,18,2,70,14,16.64,1,"₱6,986","₱576,374"
2020-02-26,google,cpc,no,mobile,yes,no,34,2,70,14,11.52,2,"₱3,406","₱833,875"
2020-04-11,(direct),(none),no data,mobile,no,yes,48,7,70,14,12.8,2,"₱6,485","₱895,312"
2020-01-04,google,cpc,yes,mobile,no,yes,17,1,70,14,5.12,1,"₱8,236","₱698,583"
2020-08-15,co-promo,email,yes,mobile,yes,yes,41,1,70,14,53.76,1,"₱5,267","₱411,324"
2020-08-08,tiktok,cpa,yes,mobile,no,yes,21,2,70,14,5.12,1,"₱7,609","₱627,327"
2020-07-17,facebook,cpc,no,mobile,no,no,34,3,70,14,38.4,0,₱0,"₱396,379"
2020-07-17,promo,email,no data,mobile,yes,no,24,4,70,14,19.2,1,"₱5,315","₱660,013"
2020-09-05,DuckDuckGo,organic,yes,PC,no,no,24,3,70,14,15.36,2,"₱10,250","₱239,301"
2020-09-08,tiktok,cpa,yes,PC,yes,yes,28,2,70,14,25.6,2,"₱13,572","₱261,659"
2020-07-28,google,organic,yes,PC,yes,yes,48,3,70,14,11.52,3,"₱15,765","₱807,221"
2020-06-13,bing,organic,yes,PC,yes,no,28,2,70,14,33.28,2,"₱10,350","₱149,103"
2020-05-11,tiktok,cpa,no data,PC,yes,yes,52,5,70,14,7.68,2,"₱9,364","₱752,764"
2020-07-17,google,organic,yes,mobile,yes,yes,47,3,70,14,24.32,3,"₱12,723","₱742,347"
2020-01-11,facebook,organic,yes,mobile,no,yes,52,3,70,14,15.36,3,"₱18,449","₱603,014"
2020-01-24,facebook,organic,yes,mobile,yes,yes,55,2,70,14,14.08,2,"₱10,677","₱545,896"
2020-07-02,cityads,cpa,yes,PC,yes,no,93,6,70,14,38.4,5,"₱27,587","₱259,464"
2020-08-19,instagram,cpc,yes,PC,no,no,38,4,70,14,25.6,1,"₱13,177","₱752,774"
2020-09-28,other,organic,no data,mobile,no,no,80,8,70,14,15.36,1,"₱3,375","₱518,365"
2020-05-12,tiktok,cpa,no data,PC,no,yes,20,2,70,14,15.36,0,₱0,"₱918,720"
2020-09-27,mytarget,organic,no data,mobile,yes,no,73,3,70,14,19.2,1,"₱9,412","₱848,012"
2020-01-29,google,cpc,yes,mobile,yes,yes,55,3,70,14,12.8,1,"₱5,927","₱112,210"
2020-03-01,facebook,organic,yes,PC,no,yes,62,4,70,14,16.64,4,"₱27,360","₱726,189"
2020-01-16,google,cpc,no,mobile,no,no,28,4,70,14,12.8,1,"₱4,788","₱988,139"
2020-02-22,instagram,cpc,yes,PC,no,no,37,4,70,14,17.92,4,"₱19,530","₱297,769"
2020-03-29,opmcpa,cpa,no data,mobile,yes,no,21,1,70,14,3.84,1,"₱12,649","₱910,652"
2020-07-16,instagram,cpc,yes,mobile,no,yes,18,1,70,14,3.84,1,"₱30,645","₱692,585"
2020-04-28,google,organic,no,mobile,no,no,22,2,70,14,11.52,1,"₱3,612","₱410,370"
2020-01-23,(direct),(none),yes,PC,no,no,38,9,70,16,35.84,5,"₱58,047","₱688,322"
2020-03-23,bing,organic,no data,PC,no,no,18,4,70,14,0,0,₱0,"₱769,725"
2020-01-16,facebook,organic,yes,mobile,no,yes,21,2,70,14,14.08,1,"₱6,675","₱286,209"
2020-03-12,(direct),(none),yes,PC,yes,no,39,3,70,14,15.36,2,"₱8,004","₱499,927"
2020-03-08,(direct),(none),no,PC,yes,no,13,1,70,14,2.56,0,₱0,"₱620,449"
2020-03-12,google,organic,no,PC,yes,yes,45,1,70,14,3.84,1,"₱8,526","₱386,363"
2020-09-06,instagram,cpc,yes,PC,yes,no,25,3,70,14,26.88,2,"₱9,243","₱760,206"
2020-03-17,google,cpc,yes,mobile,no,yes,35,2,70,14,11.52,1,"₱5,615","₱214,039"
2020-06-13,google,organic,no,mobile,no,no,45,6,70,14,49.92,1,"₱3,079","₱507,930"
2020-02-25,facebook,organic,yes,PC,yes,yes,26,1,70,14,3.84,1,"₱17,917","₱439,094"
2020-09-03,facebook,organic,no,mobile,no,no,48,3,70,14,20.48,0,₱0,"₱804,921"
